id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,local_code
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.2123985290527,-83.353401184082,645,NA,US,US-MI,Detroit,yes,KDTW,DTW,DTW
19664,KDUG,medium_airport,Bisbee Douglas International Airport,31.4689998627,-109.603996277,4154,NA,US,US-AZ,Douglas Bisbee,no,KDUG,DUG,DUG
3498,KDUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817,NA,US,US-PA,Dubois,yes,KDUJ,DUJ,DUJ
3499,KDYS,large_airport,Dyess Air Force Base,32.4207992554,-99.854598999,1789,NA,US,US-TX,Abilene,no,KDYS,DYS,DYS
19717,KEAT,medium_airport,Pangborn Memorial Airport,47.3988990784,-120.207000732,1249,NA,US,US-WA,Wenatchee,no,KEAT,EAT,EAT
3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.8657989501953,-91.4842987060547,913,NA,US,US-WI,Eau Claire,yes,KEAU,EAU,EAU
3502,KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.26060104,-76.17459869,12,NA,US,US-NC,Elizabeth City,no,KECG,ECG,ECG
46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,NA,US,US-FL,Panama City Beach,yes,KECP,ECP,ECP
3503,KEDW,large_airport,Edwards Air Force Base,34.905399,-117.884003,2312,NA,US,US-CA,Edwards,no,KEDW,EDW,EDW
19727,KEED,medium_airport,Needles Airport,34.7663002014,-114.623001099,983,NA,US,US-CA,Needles,no,KEED,EED,EED
3504,KEEN,medium_airport,Dillant Hopkins Airport,42.8983993530273,-72.2707977294922,488,NA,US,US-NH,Keene,no,KEEN,EEN,EEN
19729,KEET,medium_airport,Shelby County Airport,33.17699814,-86.78279877,586,NA,US,US-AL,Alabaster,no,KEET,,EET
19731,KEFD,medium_airport,Ellington Airport,29.6072998047,-95.1587982178,32,NA,US,US-TX,Houston,no,KEFD,EFD,EFD
3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548,NA,US,US-CO,Eagle,yes,KEGE,EGE,EGE
19735,KEGI,medium_airport,Duke Field,30.65040016,-86.52290344,191,NA,US,US-FL,Crestview,no,KEGI,EGI,EGI
3506,KEKA,medium_airport,Murray Field,40.8033981323,-124.112998962,7,NA,US,US-CA,Eureka,no,KEKA,EKA,EKA
3507,KEKN,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,1987,NA,US,US-WV,Elkins,no,KEKN,EKN,EKN
3508,KEKO,medium_airport,Elko Regional Airport,40.8249015808106,-115.791999816895,5140,NA,US,US-NV,Elko,yes,KEKO,EKO,EKO
3509,KELD,medium_airport,South Arkansas Regional At Goodwin Field,33.2210006713867,-92.8133010864258,277,NA,US,US-AR,El Dorado,yes,KELD,ELD,ELD
3510,KELM,medium_airport,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954,NA,US,US-NY,Elmira/Corning,yes,KELM,ELM,ELM
3511,KELO,medium_airport,Ely Municipal Airport,47.82450104,-91.83070374,1456,NA,US,US-MN,Ely,no,KELO,LYU,ELO
3512,KELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,NA,US,US-TX,El Paso,yes,KELP,ELP,ELP
19753,KELY,medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,6259,NA,US,US-NV,Ely,no,KELY,ELY,ELY
3513,KEND,large_airport,Vance Air Force Base,36.3391990662,-97.9164962769,1307,NA,US,US-OK,Enid,no,KEND,END,END
19760,KENV,medium_airport,Wendover Airport,40.7187004089,-114.03099823,4237,NA,US,US-UT,Wendover,no,KENV,ENV,ENV
3514,KENW,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,742,NA,US,US-WI,Kenosha,no,KENW,ENW,ENW
3515,KERI,large_airport,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,732,NA,US,US-PA,Erie,yes,KERI,ERI,ERI
3516,KESF,medium_airport,Esler Regional Airport,31.3948993683,-92.2957992554,112,NA,US,US-LA,Alexandria,no,KESF,ESF,ESF
3517,KEUG,medium_airport,Mahlon Sweet Field,44.1245994567871,-123.21199798584,374,NA,US,US-OR,Eugene,yes,KEUG,EUG,EUG
3518,KEVV,medium_airport,Evansville Regional Airport,38.0369987488,-87.5324020386,418,NA,US,US-IN,Evansville,yes,KEVV,EVV,EVV
19782,KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,NA,US,US-WY,Evanston,no,KEVW,EVW,EVW
3519,KEWB,medium_airport,New Bedford Regional Airport,41.6761016845703,-70.956901550293,80,NA,US,US-MA,New Bedford,yes,KEWB,EWB,EWB
3520,KEWN,medium_airport,Coastal Carolina Regional Airport,35.0730018616,-77.0429000854,18,NA,US,US-NC,New Bern,yes,KEWN,EWN,EWN
3521,KEWR,large_airport,Newark Liberty International Airport,40.6925010681152,-74.168701171875,18,NA,US,US-NJ,Newark,yes,KEWR,EWR,EWR
3522,KEYW,medium_airport,Key West International Airport,24.5561008453369,-81.7595977783203,3,NA,US,US-FL,Key West,yes,KEYW,EYW,EYW
19843,KFAF,medium_airport,Felker Army Air Field,37.1324996948,-76.6088027954,12,NA,US,US-VA,Fort Eustis,no,KFAF,FAF,FAF
3523,KFAR,medium_airport,Hector International Airport,46.9207000732422,-96.815803527832,902,NA,US,US-ND,Fargo,yes,KFAR,FAR,FAR
3524,KFAT,medium_airport,Fresno Yosemite International Airport,36.7761993408203,-119.718002319336,336,NA,US,US-CA,Fresno,yes,KFAT,FAT,FAT
3525,KFAY,medium_airport,Fayetteville Regional Grannis Field,34.9911994934082,-78.8803024291992,189,NA,US,US-NC,Fayetteville,yes,KFAY,FAY,FAY
3526,KFBG,medium_airport,Simmons Army Air Field,35.13180161,-78.93669891,244,NA,US,US-NC,Fort Bragg,no,KFBG,FBG,FBG
19851,KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,5838,NA,US,US-CO,Fort Carson,no,KFCS,FCS,FCS
19857,KFDY,medium_airport,Findlay Airport,41.0135002136,-83.6687011719,813,NA,US,US-OH,Findlay,no,KFDY,FDY,FDY
3528,KFFO,large_airport,Wright-Patterson Air Force Base,39.8260993958,-84.0483016968,823,NA,US,US-OH,Dayton,no,KFFO,FFO,FFO
3529,KFHU,medium_airport,Sierra Vista Municipal Libby Army Air Field,31.5884990692139,-110.34400177002,4719,NA,US,US-AZ,Fort Huachuca Sierra Vista,yes,KFHU,FHU,FHU
19872,KFKL,medium_airport,Venango Regional Airport,41.3778991699,-79.8603973389,1540,NA,US,US-PA,Franklin,no,KFKL,FKL,FKL
3530,KFLG,medium_airport,Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014,NA,US,US-AZ,Flagstaff,yes,KFLG,FLG,FLG
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,FLL
3532,KFLO,medium_airport,Florence Regional Airport,34.1853981018066,-79.7238998413086,146,NA,US,US-SC,Florence,yes,KFLO,FLO,FLO
3534,KFME,medium_airport,Tipton Airport,39.0853996277,-76.7593994141,150,NA,US,US-MD,Fort Meade(Odenton),no,KFME,FME,FME
19881,KFMN,medium_airport,Four Corners Regional Airport,36.7411994934,-108.230003357,5506,NA,US,US-NM,Farmington,no,KFMN,FMN,FMN
19882,KFMY,medium_airport,Page Field,26.58659935,-81.8632965088,17,NA,US,US-FL,Fort Myers,no,KFMY,FMY,FMY
3535,KFNT,medium_airport,Bishop International Airport,42.9654006958008,-83.7435989379883,782,NA,US,US-MI,Flint,yes,KFNT,FNT,FNT
3536,KFOD,medium_airport,Fort Dodge Regional Airport,42.55149841,-94.19259644,1156,NA,US,US-IA,Fort Dodge,yes,KFOD,FOD,FOD
3537,KFOE,medium_airport,Topeka Regional Airport - Forbes Field,38.9509010315,-95.6635971069,1078,NA,US,US-KS,Topeka,no,KFOE,FOE,FOE
3538,KFPR,medium_airport,St Lucie County International Airport,27.49510002,-80.36830139,24,NA,US,US-FL,Fort Pierce,no,KFPR,FPR,FPR
3539,KFRG,medium_airport,Republic Airport,40.7288017273,-73.4133987427,82,NA,US,US-NY,Farmingdale,no,KFRG,FRG,FRG
3540,KFRI,medium_airport,Marshall Army Air Field,39.05530167,-96.76450348,1065,NA,US,US-KS,Fort Riley(Junction City),no,KFRI,FRI,FRI
3541,KFSD,medium_airport,Joe Foss Field Airport,43.5820007324,-96.741897583,1429,NA,US,US-SD,Sioux Falls,yes,KFSD,FSD,FSD
3542,KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,1189,NA,US,US-OK,Fort Sill,no,KFSI,FSI,FSI
3543,KFSM,large_airport,Fort Smith Regional Airport,35.3366012573242,-94.3674011230469,469,NA,US,US-AR,Fort Smith,yes,KFSM,FSM,FSM
19900,KFST,medium_airport,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,3011,NA,US,US-TX,Fort Stockton,no,KFST,FST,FST
3544,KFTK,medium_airport,Godman Army Air Field,37.9071006775,-85.9720993042,756,NA,US,US-KY,Fort Knox,no,KFTK,FTK,FTK
3545,KFTW,large_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,NA,US,US-TX,Fort Worth,no,KFTW,FTW,FTW
3546,KFTY,medium_airport,Fulton County Airport Brown Field,33.7790985107,-84.5214004517,841,NA,US,US-GA,Atlanta,no,KFTY,FTY,FTY
3547,KFWA,large_airport,Fort Wayne International Airport,40.97850037,-85.19509888,814,NA,US,US-IN,Fort Wayne,yes,KFWA,FWA,FWA
19912,KFXE,medium_airport,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,13,NA,US,US-FL,Fort Lauderdale,no,KFXE,FXE,FXE
3548,KFYV,medium_airport,Drake Field,36.0051002502441,-94.1700973510742,1251,NA,US,US-AR,Fayetteville,no,KFYV,FYV,FYV
19929,KGCC,medium_airport,Gillette Campbell County Airport,44.3488998413,-105.539001465,4365,NA,US,US-WY,Gillette,yes,KGCC,GCC,GCC
3550,KGCK,medium_airport,Garden City Regional Airport,37.9275016785,-100.723999023,2891,NA,US,US-KS,Garden City,yes,KGCK,GCK,GCK
3551,KGCN,medium_airport,Grand Canyon National Park Airport,35.9524002075195,-112.147003173828,6609,NA,US,US-AZ,Grand Canyon,yes,KGCN,GCN,GCN
19936,KGDV,medium_airport,Dawson Community Airport,47.13869858,-104.8069992,2458,NA,US,US-MT,Glendive,no,KGDV,GDV,GDV
3552,KGEG,large_airport,Spokane International Airport,47.6198997497559,-117.533996582031,2376,NA,US,US-WA,Spokane,yes,KGEG,GEG,GEG
3553,KGFK,medium_airport,Grand Forks International Airport,47.949299,-97.176102,845,NA,US,US-ND,Grand Forks,yes,KGFK,GFK,GFK
3554,KGFL,medium_airport,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328,NA,US,US-NY,Glens Falls,no,KGFL,GFL,GFL
3555,KGGG,medium_airport,East Texas Regional Airport,32.3839988708496,-94.7115020751953,365,NA,US,US-TX,Longview,yes,KGGG,GGG,GGG
3556,KGGW,medium_airport,Wokal Field Glasgow International Airport,48.212502,-106.614998,2296,NA,US,US-MT,Glasgow,yes,KGGW,GGW,GGW
3557,KGJT,medium_airport,Grand Junction Regional Airport,39.1223983765,-108.527000427,4858,NA,US,US-CO,Grand Junction,yes,KGJT,GJT,GJT
19956,KGLD,medium_airport,Renner Field-Goodland Municipal Airport,39.37060165,-101.6989975,3656,NA,US,US-KS,Goodland,no,KGLD,GLD,GLD
19958,KGLH,medium_airport,Mid Delta Regional Airport,33.4828987121582,-90.9856033325195,131,NA,US,US-MS,Greenville,yes,KGLH,GLH,GLH
3558,KGLS,medium_airport,Scholes International At Galveston Airport,29.2653007507324,-94.8603973388672,6,NA,US,US-TX,Galveston,no,KGLS,GLS,GLS
19963,KGMU,medium_airport,Greenville Downtown Airport,34.8479003906,-82.3499984741,1048,NA,US,US-SC,Greenville,no,KGMU,GMU,GMU
3559,KGNV,medium_airport,Gainesville Regional Airport,29.6900997162,-82.2717971802,152,NA,US,US-FL,Gainesville,yes,KGNV,GNV,GNV
3560,KGON,medium_airport,Groton New London Airport,41.3301010131836,-72.0450973510742,9,NA,US,US-CT,Groton (New London),no,KGON,GON,GON
3527,KGPI,medium_airport,Glacier Park International Airport,48.3105010986328,-114.255996704102,2977,NA,US,US-MT,Kalispell,yes,KGPI,FCA,GPI
3561,KGPT,large_airport,Gulfport Biloxi International Airport,30.4073009490967,-89.0700988769531,28,NA,US,US-MS,Gulfport,yes,KGPT,GPT,GPT
3562,KGRB,large_airport,Austin Straubel International Airport,44.4850997924805,-88.1296005249024,695,NA,US,US-WI,Green Bay,yes,KGRB,GRB,GRB
3563,KGRF,medium_airport,Gray Army Air Field,47.07920074,-122.5810013,300,NA,US,US-WA,Fort Lewis/Tacoma,no,KGRF,GRF,GRF
3564,KGRI,medium_airport,Central Nebraska Regional Airport,40.9674987792969,-98.3096008300781,1847,NA,US,US-NE,Grand Island,yes,KGRI,GRI,GRI
3565,KGRK,medium_airport,Robert Gray  Army Air Field Airport,31.067199707,-97.8289031982,1015,NA,US,US-TX,Fort Hood/Killeen,yes,KGRK,GRK,GRK
3566,KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,NA,US,US-MI,Grand Rapids,yes,KGRR,GRR,GRR
3567,KGSB,large_airport,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109,NA,US,US-NC,Goldsboro,no,KGSB,GSB,GSB
3568,KGSO,large_airport,Piedmont Triad International Airport,36.0978012084961,-79.9373016357422,925,NA,US,US-NC,Greensboro,yes,KGSO,GSO,GSO
3569,KGSP,large_airport,Greenville Spartanburg International Airport,34.8956985474,-82.2189025879,964,NA,US,US-SC,Greenville,yes,KGSP,GSP,GSP
3570,KGTB,medium_airport,Wheeler Sack Army Air Field,44.05559921,-75.71949768,688,NA,US,US-NY,Fort Drum,no,KGTB,,GTB
3571,KGTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,NA,US,US-MT,Great Falls,yes,KGTF,GTF,GTF
19982,KGTR,medium_airport,Golden Triangle Regional Airport,33.4502983093,-88.5914001465,264,NA,US,US-MS,Columbus/W Point/Starkville,yes,KGTR,GTR,GTR
3572,KGUP,medium_airport,Gallup Municipal Airport,35.511100769,-108.789001465,6472,NA,US,US-NM,Gallup,no,KGUP,GUP,GUP
3573,KGUS,large_airport,Grissom Air Reserve Base,40.6481018066,-86.1520996094,812,NA,US,US-IN,Peru,no,KGUS,GUS,GUS
19985,KGUY,medium_airport,Guymon Municipal Airport,36.6851005554,-101.508003235,3123,NA,US,US-OK,Guymon,no,KGUY,GUY,GUY
3574,KGWO,medium_airport,Greenwood–Leflore Airport,33.4943008423,-90.0847015381,162,NA,US,US-MS,Greenwood,no,KGWO,GWO,GWO
3575,KGYY,medium_airport,Gary Chicago International Airport,41.6162986755371,-87.4128036499024,591,NA,US,US-IN,Gary,no,KGYY,GYY,GYY
20027,KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,NA,US,US-MS,Hattiesburg,no,KHBG,HBG,HBG
20029,KHBR,medium_airport,Hobart Regional Airport,34.991317,-99.051313,1563,NA,US,US-OK,Hobart,no,KHBR,HBR,HBR
3576,KHFD,medium_airport,Hartford Brainard Airport,41.736698150635,-72.649398803711,18,NA,US,US-CT,Hartford,no,KHFD,HFD,HFD
3577,KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,NA,US,US-MD,Hagerstown,no,KHGR,HGR,HGR
3578,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,NA,US,US-CA,Hawthorne,no,KHHR,HHR,HHR
3579,KHIB,large_airport,Range Regional Airport,47.38660049,-92.83899689,1354,NA,US,US-MN,Hibbing,yes,KHIB,HIB,HIB
3580,KHIF,medium_airport,Hill Air Force Base,41.12403,-111.973086,4789,NA,US,US-UT,Ogden,no,KHIF,HIF,HIF
20054,KHIO,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,NA,US,US-OR,Portland,no,KHIO,HIO,HIO
3581,KHKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190,NA,US,US-NC,Hickory,no,KHKY,HKY,HKY
20061,KHLG,medium_airport,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195,NA,US,US-WV,Wheeling,no,KHLG,HLG,HLG
3582,KHLN,medium_airport,Helena Regional Airport,46.6068000793457,-111.983001708984,3877,NA,US,US-MT,Helena,yes,KHLN,HLN,HLN
3583,KHLR,medium_airport,Hood Army Air Field,31.1387004852,-97.7145004272,924,NA,US,US-TX,Fort Hood(Killeen),no,KHLR,HLR,HLR
3584,KHMN,large_airport,Holloman Air Force Base,32.8525009155,-106.107002258,4093,NA,US,US-NM,Alamogordo,no,KHMN,HMN,HMN
20071,KHOB,medium_airport,Lea County Regional Airport,32.6875,-103.2170029,3661,NA,US,US-NM,Hobbs,no,KHOB,HOB,HOB
3585,KHON,medium_airport,Huron Regional Airport,44.3852005004883,-98.2285003662109,1289,NA,US,US-SD,Huron,yes,KHON,HON,HON
3586,KHOP,medium_airport,Campbell AAF (Fort Campbell) Air Field,36.668598175,-87.4962005615,573,NA,US,US-KY,Fort Campbell/Hopkinsville,no,KHOP,HOP,HOP
3587,KHOT,medium_airport,Memorial Field,34.4780006408691,-93.0961990356445,540,NA,US,US-AR,Hot Springs,yes,KHOT,HOT,HOT
3588,KHOU,large_airport,William P Hobby Airport,29.64539909,-95.27890015,46,NA,US,US-TX,Houston,yes,KHOU,HOU,HOU
3589,KHPN,medium_airport,Westchester County Airport,41.0670013427734,-73.7076034545899,439,NA,US,US-NY,White Plains,yes,KHPN,HPN,HPN
3590,KHQM,medium_airport,Bowerman Airport,46.9711990356,-123.93699646,18,NA,US,US-WA,Hoquiam,no,KHQM,HQM,HQM
3591,KHRL,medium_airport,Valley International Airport,26.2285003662109,-97.6544036865234,36,NA,US,US-TX,Harlingen,yes,KHRL,HRL,HRL
3592,KHRO,medium_airport,Boone County Airport,36.2615013122559,-93.1547012329102,1365,NA,US,US-AR,Harrison,yes,KHRO,HRO,HRO
20081,KHRT,medium_airport,Hurlburt Field,30.4277992248535,-86.6893005371094,38,NA,US,US-FL,Mary Esther,no,KHRT,,HRT
3593,KHST,medium_airport,Homestead ARB Airport,25.48859978,-80.38359833,5,NA,US,US-FL,Homestead,no,KHST,HST,HST
3594,KHSV,large_airport,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,629,NA,US,US-AL,Huntsville,yes,KHSV,HSV,HSV
3595,KHTS,large_airport,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828,NA,US,US-WV,Huntington,yes,KHTS,HTS,HTS
3596,KHUA,medium_airport,Redstone Army Air Field,34.67869949,-86.68479919,684,NA,US,US-AL,Redstone Arsnl Huntsville,no,KHUA,HUA,HUA
3597,KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,NA,US,US-IN,Terre Haute,no,KHUF,HUF,HUF
20095,KHUL,medium_airport,Houlton International Airport,46.1231002808,-67.792098999,489,NA,US,US-ME,Houlton,no,KHUL,HUL,HUL
3598,KHUT,medium_airport,Hutchinson Municipal Airport,38.0654983521,-97.8606033325,1543,NA,US,US-KS,Hutchinson,no,KHUT,HUT,HUT
3599,KHVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,12,NA,US,US-CT,New Haven,yes,KHVN,HVN,HVN
20099,KHVR,medium_airport,Havre City County Airport,48.54299927,-109.762001,2591,NA,US,US-MT,Havre,no,KHVR,HVR,HVR
3600,KHYA,medium_airport,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54,NA,US,US-MA,Hyannis,yes,KHYA,HYA,HYA
20107,KHYI,medium_airport,San Marcos Regional Airport,29.8927,-97.862999,597,NA,US,US-TX,San Marcos,no,KHYI,,HYI
20108,KHYR,medium_airport,Sawyer County Airport,46.0251998901,-91.4442977905,1216,NA,US,US-WI,Hayward,no,KHYR,HYR,HYR
20109,KHYS,medium_airport,Hays Regional Airport,38.84220123,-99.27320099,1999,NA,US,US-KS,Hays,no,KHYS,HYS,HYS
3601,KIAB,medium_airport,Mc Connell Air Force Base,37.62189865,-97.26820374,1371,NA,US,US-KS,Wichita,no,KIAB,IAB,IAB
3602,KIAD,large_airport,Washington Dulles International Airport,38.94449997,-77.45580292,312,NA,US,US-DC,Washington,yes,KIAD,IAD,IAD
3603,KIAG,medium_airport,Niagara Falls International Airport,43.1072998046875,-78.9461975097656,589,NA,US,US-NY,Niagara Falls,no,KIAG,IAG,IAG
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843997955322,-95.3414001464844,97,NA,US,US-TX,Houston,yes,KIAH,IAH,IAH
3605,KICT,large_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,1333,NA,US,US-KS,Wichita,yes,KICT,ICT,ICT
3606,KIDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,4744,NA,US,US-ID,Idaho Falls,yes,KIDA,IDA,IDA
3607,KIKK,medium_airport,Greater Kankakee Airport,41.0713996887,-87.8462982178,630,NA,US,US-IL,Kankakee,no,KIKK,IKK,IKK
3608,KILG,medium_airport,New Castle Airport,39.67869949,-75.60649872,80,NA,US,US-DE,Wilmington,yes,KILG,ILG,ILG
3609,KILM,medium_airport,Wilmington International Airport,34.2705993652344,-77.9026031494141,32,NA,US,US-NC,Wilmington,yes,KILM,ILM,ILM
20173,KILN,medium_airport,Wilmington Airpark,39.427898407,-83.792098999,1077,NA,US,US-OH,Wilmington,no,KILN,ILN,ILN
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,yes,KIND,IND,IND
3611,KINK,medium_airport,Winkler County Airport,31.7796001434,-103.200996399,2822,NA,US,US-TX,Wink,no,KINK,INK,INK
3612,KINL,medium_airport,Falls International Airport,48.5662002563477,-93.4030990600586,1185,NA,US,US-MN,International Falls,yes,KINL,INL,INL
3613,KINT,medium_airport,Smith Reynolds Airport,36.1337013244629,-80.2220001220703,969,NA,US,US-NC,Winston Salem,no,KINT,INT,INT
20180,KINW,medium_airport,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,4941,NA,US,US-AZ,Winslow,no,KINW,INW,INW
20184,KIPL,medium_airport,Imperial County Airport,32.8342018127,-115.57900238,-54,NA,US,US-CA,Imperial,no,KIPL,IPL,IPL
3614,KIPT,medium_airport,Williamsport Regional Airport,41.2417984008789,-76.9210968017578,529,NA,US,US-PA,Williamsport,yes,KIPT,IPT,IPT
3615,KIRK,medium_airport,Kirksville Regional Airport,40.0934982299805,-92.5448989868164,966,NA,US,US-MO,Kirksville,yes,KIRK,IRK,IRK
20187,KISM,medium_airport,Kissimmee Gateway Airport,28.2898006439,-81.4371032715,82,NA,US,US-FL,Orlando,no,KISM,ISM,ISM
20188,KISN,medium_airport,Sloulin Field International Airport,48.177898407,-103.641998291,1982,NA,US,US-ND,Williston,no,KISN,ISN,ISN
20189,KISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.331401825,-77.6088027954,93,NA,US,US-NC,Kinston,no,KISO,ISO,ISO
3616,KISP,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,NA,US,US-NY,Islip,yes,KISP,ISP,ISP
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.4910011291504,-76.4583969116211,1099,NA,US,US-NY,Ithaca,yes,KITH,ITH,ITH
3617,KIWA,medium_airport,Phoenix-Mesa-Gateway Airport,33.30780029,-111.6549988,1382,NA,US,US-AZ,Phoenix,no,KIWA,AZA,IWA
3618,KJAC,medium_airport,Jackson Hole Airport,43.6072998046875,-110.737998962402,6451,NA,US,US-WY,Jackson,yes,KJAC,JAC,JAC
3619,KJAN,large_airport,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,346,NA,US,US-MS,Jackson,yes,KJAN,JAN,JAN
3620,KJAX,large_airport,Jacksonville International Airport,30.4941005706787,-81.6878967285156,30,NA,US,US-FL,Jacksonville,yes,KJAX,JAX,JAX
3621,KJBR,medium_airport,Jonesboro Municipal Airport,35.8316993713379,-90.6464004516602,262,NA,US,US-AR,Jonesboro,yes,KJBR,JBR,JBR
20205,KJCT,medium_airport,Kimble County Airport,30.5112991333,-99.7634963989,1749,NA,US,US-TX,Junction,no,KJCT,JCT,JCT
3622,KJFK,large_airport,John F Kennedy International Airport,40.63980103,-73.77890015,13,NA,US,US-NY,New York,yes,KJFK,JFK,JFK
20213,KJHW,medium_airport,Chautauqua County-Jamestown Airport,42.15340042,-79.25800323,1723,NA,US,US-NY,Jamestown,no,KJHW,JHW,JHW
20216,KJKL,medium_airport,Julian Carroll Airport,37.5938987731934,-83.3172988891602,1381,NA,US,US-KY,Jackson,no,KJKL,,JKL
3623,KJLN,large_airport,Joplin Regional Airport,37.151798248291,-94.4982986450195,981,NA,US,US-MO,Joplin,yes,KJLN,JLN,JLN
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,NA,US,US-ND,Jamestown,yes,KJMS,JMS,JMS
3625,KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.3161010742187,-78.8339004516602,2284,NA,US,US-PA,Johnstown,yes,KJST,JST,JST
3626,KJXN,medium_airport,Jackson County Reynolds Field,42.2597999573,-84.4593963623,1001,NA,US,US-MI,Jackson,no,KJXN,JXN,JXN
20277,KKLS,medium_airport,Southwest Washington Regional Airport,46.1180000305,-122.898002625,20,NA,US,US-WA,Kelso,no,KKLS,KLS,KLS
3627,KLAF,medium_airport,Purdue University Airport,40.4123001098633,-86.936897277832,606,NA,US,US-IN,Lafayette,no,KLAF,LAF,LAF
3628,KLAL,medium_airport,Lakeland Linder International Airport,27.988899,-82.018602,142,NA,US,US-FL,Lakeland,no,KLAL,LAL,LAL
3629,KLAN,medium_airport,Capital City Airport,42.7787017822266,-84.58740234375,861,NA,US,US-MI,Lansing,yes,KLAN,LAN,LAN
3630,KLAR,medium_airport,Laramie Regional Airport,41.3120994567871,-105.675003051758,7284,NA,US,US-WY,Laramie,yes,KLAR,LAR,LAR
3631,KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,NA,US,US-NV,Las Vegas,yes,KLAS,LAS,LAS
20319,KLAW,medium_airport,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110,NA,US,US-OK,Lawton,no,KLAW,LAW,LAW
3632,KLAX,large_airport,Los Angeles International Airport,33.94250107,-118.4079971,125,NA,US,US-CA,Los Angeles,yes,KLAX,LAX,LAX
3633,KLBB,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,NA,US,US-TX,Lubbock,yes,KLBB,LBB,LBB
3634,KLBE,medium_airport,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,NA,US,US-PA,Latrobe,yes,KLBE,LBE,LBE
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,US,US-NE,North Platte,yes,KLBF,LBF,LBF
3636,KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,NA,US,US-KS,Liberal,yes,KLBL,LBL,LBL
20322,KLBT,medium_airport,Lumberton Regional Airport,34.6099014282,-79.0594024658,126,NA,US,US-NC,Lumberton,no,KLBT,LBT,LBT
